icp,load1,load2,time
7832.0,937.7531619844378,-742.1939105255623,0.9258744716644287
6769.0,940.0513111944376,-740.8806824055623,0.9424471855163574
6767.0,943.6626885244375,-740.2240683455623,0.9590232372283936
6765.0,945.9608377344377,-739.8957613155623,0.9755825996398926
6763.0,946.6174517944376,-738.5825331955623,0.9920825958251953
6761.0,941.6928463444376,-738.2542261655623,1.0085597038269043
6758.0,941.0362322844378,-737.5976121055623,1.0250115394592285
6756.0,940.3796182244375,-736.9409980455623,1.0415525436401367
6755.0,943.6626885244375,-736.6126910155623,1.0580172538757324
6754.0,941.0362322844378,-735.6277699255623,1.0745065212249756
6754.0,941.0362322844378,-734.9711558655623,1.0918934345245361
6754.0,941.3645393144377,-734.3145418055623,1.1085779666900635
6754.0,940.3796182244375,-733.6579277455623,1.125108003616333
6753.0,941.3645393144377,-732.6730066555623,1.1416265964508057
6751.0,939.7230041644377,-732.0163925955623,1.1581063270568848
6752.0,941.3645393144377,-731.3597785355623,1.174574375152588
6751.0,941.6928463444376,-730.7031644755623,1.1911051273345947
6751.0,941.6928463444376,-730.0465504155623,1.2076289653778076
6750.0,955.1534345744378,-729.3899363555623,1.2241718769073486
6750.0,942.3494604044379,-728.7333222955623,1.240659236907959
6748.0,944.3193025844378,-728.0767082355623,1.2571125030517578
6748.0,942.3494604044379,-727.4200941755623,1.273559808731079
6747.0,941.6928463444376,-726.7634801155623,1.289982557296753
6746.0,941.3645393144377,-726.1068660555623,1.306504249572754
6747.0,940.3796182244375,-725.4502519955623,1.3229460716247559
6747.0,940.7079252544379,-724.7936379355623,1.3394076824188232
6748.0,940.7079252544379,-724.1370238755622,1.3558378219604492
6748.0,944.3193025844378,-723.4804098155623,1.3722777366638184
6749.0,941.6928463444376,-722.8237957555623,1.3887019157409668
6748.0,942.0211533744375,-721.8388746655623,1.4051201343536377
6750.0,941.3645393144377,-721.5105676355623,1.4229965209960938
6751.0,943.0060744644377,-720.8539535755623,1.4405672550201416
6751.0,941.0362322844378,-719.8690324855623,1.4582455158233643
6751.0,26.971103010800086,-719.2124184255623,1.476151704788208
6750.0,28.28433113080016,-718.8841113955623,1.4938774108886719
6749.0,29.925866280800143,-718.2274973355622,1.5118420124053955
6748.0,34.52216470080018,-717.5708832755623,1.5290215015411377
6747.0,19.42004132079999,-716.9142692155623,1.5472240447998047
6746.0,18.435120230800273,-716.2576551555622,1.565911054611206
6748.0,18.435120230800273,-715.2727340655623,1.5878360271453857
6746.0,22.70311162079995,-714.9444270355623,1.606776475906372
6746.0,18.106813200799913,-714.2878129755622,1.626316785812378
6746.0,59.145191950799905,-713.6311989155623,1.645937204360962
6747.0,55.53381462080004,-712.9745848555623,1.665015459060669
6746.0,52.250744320800074,-712.3179707955622,1.6850643157958984
6746.0,28.612638160800067,-711.6613567355623,1.7050766944885254
6744.0,23.688032710800123,-710.6764356455623,1.7251708507537842
6744.0,24.016339740800028,-710.6764356455623,1.7473013401031494
6746.0,56.19042868079985,-709.6915145555623,1.7674238681793213
6747.0,58.16027086080019,-709.3632075255623,1.7853124141693115
6747.0,63.741490370799944,-708.7065934655623,1.802462100982666
6748.0,85.40975435080006,-708.0499794055623,1.819272756576538
