motor_target_flow,motor_step_delay,time
27093.36,0.0,4.918762445449829
27082.68,0.0,5.419275283813477
27076.32,0.0,5.919937372207642
27070.32,0.0,6.420517921447754
27060.600000000002,0.0,6.921267509460449
27064.68,0.0,7.541924953460693
27019.800000000003,0.0,8.042453050613403
27000.600000000002,0.0,8.542925596237183
26994.600000000002,0.0,9.043434858322144
26997.0,0.0,9.543921947479248
26995.68,0.0,10.044440507888794
26970.600000000002,0.0,10.544912338256836
26957.52,0.0,11.04637885093689
26948.52,0.0,11.547136068344116
26939.760000000002,0.0,12.047617673873901
26943.239999999998,0.0,12.548186302185059
26934.120000000003,0.0,13.049297571182251
26926.44,0.0,13.549811363220215
26928.840000000004,0.0,14.05031156539917
26927.28,0.0,14.550907373428345
26925.0,0.0,15.051657915115356
26913.840000000004,0.0,15.55220365524292
26872.92,0.0,16.05292320251465
26860.92,0.0,16.5534029006958
26882.04,0.0,17.053953647613525
26887.92,0.0,17.554936170578003
26896.32,0.0,18.056083917617798
26892.72,0.0,18.556941270828247
26906.879999999997,0.0,19.058660745620728
26918.04,0.0,19.55977964401245
26916.48,0.0,20.074420928955078
26995.68,0.0,10.044440507888794
26970.600000000002,0.0,10.544912338256836
26957.52,0.0,11.04637885093689
26948.52,0.0,11.547136068344116
26939.760000000002,0.0,12.047617673873901
26943.239999999998,0.0,12.548186302185059
26934.120000000003,0.0,13.049297571182251
26926.44,0.0,13.549811363220215
26928.840000000004,0.0,14.05031156539917
26927.28,0.0,14.550907373428345
26925.0,0.0,15.051657915115356
26913.840000000004,0.0,15.55220365524292
26872.92,0.0,16.05292320251465
26860.92,0.0,16.5534029006958
26882.04,0.0,17.053953647613525
26887.92,0.0,17.554936170578003
26896.32,0.0,18.056083917617798
26892.72,0.0,18.556941270828247
26906.879999999997,0.0,19.058660745620728
26918.04,0.0,19.55977964401245
26916.48,0.0,20.074420928955078
26931.239999999998,0.0,20.613897562026978
26929.800000000003,0.0,21.11474609375
26919.840000000004,0.0,21.6155207157135
26912.52,0.0,22.11622977256775
26903.399999999998,0.0,22.61819314956665
26891.159999999996,0.0,23.11890149116516
26886.840000000004,0.0,23.62068486213684
26877.120000000003,0.0,24.12188720703125
26867.52,0.0,24.622724294662476
26864.28,0.0,25.12365198135376
26855.760000000002,0.0,25.624821662902832
26850.600000000002,0.0,26.12546968460083
26846.52,0.0,26.62667727470398
26835.840000000004,0.0,27.128371715545654
26815.32,0.0,27.629059314727783
26806.44,0.0,28.129775524139404
26795.28,0.0,28.630608797073364
26791.32,0.0,29.131520986557007
