motor_target_flow,motor_step_delay,time
13896.119999999999,1.6536047050260525e-184,4.982458114624023
13895.880000000001,1.6656735475670727e-184,5.482953071594238
13895.76,1.6717409604581944e-184,5.983503818511963
13895.64,1.6778304746183467e-184,6.48401951789856
13896.24,1.647603115819705e-184,6.984788179397583
13897.68,1.577260647160367e-184,7.605849027633667
13897.32,1.5945595831715978e-184,8.10656452178955
13897.32,1.5945595831715978e-184,8.607057332992554
13896.96,1.612048248881379e-184,9.1075758934021
13897.199999999999,1.6003679550369786e-184,9.608145475387573
13895.880000000001,1.6656735475670727e-184,10.108759641647339
13896.36,1.6416233087678512e-184,10.610487699508667
13895.52,1.6839421705539196e-184,11.110974788665771
13895.16,1.7024111584840187e-184,11.611486434936523
13894.560000000001,1.7336440400050905e-184,12.111960172653198
13895.16,1.7024111584840187e-184,12.612430810928345
13895.28,1.6962324312449948e-184,13.114308834075928
13895.28,1.6962324312449948e-184,13.61506199836731
13894.560000000001,1.7336440400050905e-184,14.115539789199829
13894.199999999999,1.7526581435828936e-184,14.616039514541626
13893.119999999999,1.8109608752220344e-184,15.11653757095337
13893.36,1.7978393354801882e-184,15.617010593414307
13892.880000000001,1.8241781825897337e-184,16.117677211761475
13892.880000000001,1.8241781825897337e-184,16.618218660354614
13892.76,1.8308229673597834e-184,17.11875891685486
13893.119999999999,1.8109608752220344e-184,17.619285583496094
13890.0,1.9905153492945107e-184,18.119994640350342
13888.920000000002,2.0567304766758614e-184,18.62066888809204
13888.920000000002,2.0567304766758614e-184,19.123469829559326
13889.16,2.0418281830610204e-184,19.624183416366577
13889.52,2.019676953682407e-184,20.125247716903687
13888.68,2.071741534758402e-184,20.62693452835083
13888.800000000001,2.0642223606803674e-184,21.127416849136353
13889.04,2.0492657836984693e-184,21.62946581840515
13889.76,2.005043135925312e-184,22.130165815353394
13890.48,1.9617748019320585e-184,22.630642414093018
13891.32,1.9124737759526178e-184,23.13112783432007
13890.24,1.9760928255284368e-184,23.631608247756958
13891.32,1.9124737759526178e-184,24.13215136528015
13890.599999999999,1.9546547408675306e-184,24.632970094680786
13890.599999999999,1.9546547408675306e-184,25.133447885513306
13892.04,1.8712030658073813e-184,25.63451051712036
13890.96,1.9334492320593332e-184,26.1353018283844
13891.199999999999,1.919440187863941e-184,26.63593816757202
13891.68,1.8917258767693477e-184,27.136706590652466
13891.68,1.8917258767693477e-184,27.637214183807373
13890.24,1.9760928255284368e-184,28.137954473495483
13890.96,1.9334492320593332e-184,28.6387619972229
13890.72,1.9475605213366553e-184,29.139243364334106
13890.24,1.9760928255284368e-184,29.639734983444214
13889.400000000001,2.0270338658470873e-184,30.140255451202393
13890.36,1.9689207986610815e-184,30.640753269195557
13888.800000000001,2.0642223606803674e-184,31.14144778251648
