icp,load1,load2,time
7833.0,939.0663901044379,-265.49210296556225,0.907660722732544
11452.0,948.2589869444375,-265.16379593556235,0.9243068695068359
11443.0,943.3343814944376,-265.16379593556235,0.9408891201019287
11437.0,942.0211533744375,-264.8354889055622,0.9574093818664551
11433.0,939.3946971344378,-265.16379593556235,0.9739108085632324
11430.0,941.0362322844378,-265.16379593556235,0.9904279708862305
11429.0,958.7648119044377,-265.16379593556235,1.0069150924682617
11426.0,942.0211533744375,-264.8354889055622,1.0233941078186035
11423.0,941.3645393144377,-264.8354889055622,1.0398550033569336
11416.0,943.0060744644377,-264.8354889055622,1.0563311576843262
11414.0,940.3796182244375,-264.5071818755623,1.07277250289917
11412.0,939.7230041644377,-264.8354889055622,1.0894649028778076
11412.0,953.8402064544377,-264.8354889055622,1.1064891815185547
11415.0,941.3645393144377,-264.5071818755623,1.1230056285858154
11416.0,942.3494604044379,-264.5071818755623,1.1394481658935547
11414.0,941.0362322844378,-264.5071818755623,1.155928373336792
11410.0,940.7079252544379,-264.5071818755623,1.1724092960357666
11408.0,940.7079252544379,-264.1788748455624,1.1889033317565918
11405.0,942.6777674344378,-264.1788748455624,1.2055435180664062
11403.0,940.0513111944376,-264.5071818755623,1.2219805717468262
11403.0,943.3343814944376,-264.1788748455624,1.238429307937622
11404.0,945.6325307044378,-264.1788748455624,1.2548558712005615
11408.0,941.0362322844378,-264.1788748455624,1.2712764739990234
11411.0,941.3645393144377,-264.1788748455624,1.287667989730835
11411.0,940.3796182244375,-263.8505678155623,1.3041625022888184
11414.0,941.3645393144377,-263.8505678155623,1.3205757141113281
11414.0,940.3796182244375,-263.8505678155623,1.336984634399414
11413.0,940.7079252544379,-263.8505678155623,1.3534035682678223
11408.0,941.3645393144377,-263.8505678155623,1.369797706604004
11413.0,942.6777674344378,-263.52226078556237,1.3862004280090332
11413.0,941.6928463444376,-263.8505678155623,1.4029083251953125
11416.0,968.6140228044376,-263.52226078556237,1.4202675819396973
11414.0,959.7497329944379,-263.52226078556237,1.4383516311645508
11413.0,26.69532510560007,-263.52226078556237,1.4559886455535889
11411.0,41.1408344256,-263.52226078556237,1.4742403030395508
11412.0,49.67681720559981,-263.19395375556223,1.4933102130889893
11409.0,29.978395405600033,-263.19395375556223,1.5109801292419434
11416.0,25.382096985599993,-263.19395375556223,1.5285027027130127
11414.0,20.45749153560005,-263.19395375556223,1.5479683876037598
11411.0,32.93315867560009,-262.8656467255623,1.5674781799316406
11407.0,51.97496641560006,-263.19395375556223,1.5863189697265625
11411.0,24.725482925600183,-263.19395375556223,1.607090950012207
11411.0,34.246386795600166,-263.19395375556223,1.6270766258239746
11414.0,22.427333715599936,-262.8656467255623,1.6468784809112549
11419.0,25.382096985599993,-262.8656467255623,1.6659436225891113
11421.0,19.144263415599973,-262.8656467255623,1.6875591278076172
11411.0,57.22787889559991,-262.8656467255623,1.705232858657837
11405.0,58.21279998560008,-262.8656467255623,1.723597526550293
11406.0,35.55961491559979,-262.8656467255623,1.7419297695159912
11407.0,20.45749153560005,-262.5373396955622,1.7602481842041016
11409.0,18.159342325599802,-262.8656467255623,1.7777743339538574
11412.0,16.84611420560018,-262.5373396955622,1.794644832611084
11413.0,14.219657965600028,-262.5373396955622,1.811328411102295
11408.0,21.770719655600125,-262.2090326655623,1.8280224800109863
11402.0,24.725482925600183,-262.2090326655623,1.8446695804595947
11399.0,15.532886085600104,-262.5373396955622,1.861741065979004
11403.0,13.891350935600123,-262.5373396955622,1.8784420490264893
11403.0,14.876272025599839,-262.2090326655623,1.8952574729919434
11399.0,19.472570445599878,-262.2090326655623,1.9119672775268555
11401.0,16.189500145599915,-262.2090326655623,1.9286575317382812
11405.0,15.204579055599744,-262.2090326655623,1.9452903270721436
11405.0,15.204579055599744,-262.5373396955622,1.962435007095337
11399.0,14.547964995599934,-262.2090326655623,1.9792335033416748
11395.0,15.532886085600104,-262.2090326655623,1.9958522319793701
11396.0,15.204579055599744,-261.8807256355624,2.0125434398651123
11402.0,16.189500145599915,-261.8807256355624,2.029170036315918
11401.0,15.204579055599744,-261.8807256355624,2.0457923412323
11399.0,15.532886085600104,-261.8807256355624,2.0623958110809326
11400.0,15.532886085600104,-261.8807256355624,2.079007863998413
11400.0,15.86119311560001,-261.55241860556225,2.0955801010131836
11399.0,15.86119311560001,-261.55241860556225,2.1121792793273926
11394.0,13.891350935600123,-261.55241860556225,2.1288490295410156
11394.0,14.876272025599839,-261.22411157556235,2.1454412937164307
11398.0,15.86119311560001,-261.55241860556225,2.1620893478393555
11402.0,15.532886085600104,-261.55241860556225,2.178701400756836
11398.0,15.532886085600104,-261.55241860556225,2.1954925060272217
11395.0,16.84611420560018,-261.55241860556225,2.2120895385742188
11392.0,15.86119311560001,-261.55241860556225,2.2287259101867676
11395.0,16.189500145599915,-261.22411157556235,2.2453384399414062
11394.0,14.876272025599839,-261.22411157556235,2.2619569301605225
11393.0,15.204579055599744,-261.22411157556235,2.2785301208496094
11396.0,16.51780717559982,-260.8958045455622,2.29512095451355
11396.0,15.86119311560001,-261.22411157556235,2.311767816543579
11393.0,15.86119311560001,-260.8958045455622,2.3283636569976807
11389.0,15.86119311560001,-261.22411157556235,2.344993829727173
11387.0,16.189500145599915,-260.8958045455622,2.361588954925537
11394.0,16.189500145599915,-260.8958045455622,2.3781635761260986
11393.0,14.547964995599934,-260.8958045455622,2.39496111869812
11390.0,14.876272025599839,-260.5674975155623,2.4116103649139404
11389.0,15.532886085600104,-260.8958045455622,2.4282405376434326
11392.0,15.86119311560001,-260.5674975155623,2.4448463916778564
11393.0,14.876272025599839,-260.5674975155623,2.46144962310791
11389.0,16.51780717559982,-260.5674975155623,2.478023052215576
11387.0,15.532886085600104,-260.2391904855624,2.494706392288208
11393.0,15.204579055599744,-260.2391904855624,2.511399745941162
11394.0,15.86119311560001,-260.5674975155623,2.5279953479766846
11394.0,15.532886085600104,-260.5674975155623,2.544574022293091
11391.0,15.532886085600104,-260.2391904855624,2.5612080097198486
11391.0,15.532886085600104,-260.2391904855624,2.577838897705078
11390.0,16.51780717559982,-260.2391904855624,2.5944278240203857
11386.0,14.876272025599839,-260.2391904855624,2.611056089401245
11388.0,15.86119311560001,-260.2391904855624,2.627652645111084
11391.0,14.876272025599839,-259.91088345556227,2.6442134380340576
11391.0,16.84611420560018,-259.91088345556227,2.660801887512207
11390.0,15.86119311560001,-259.91088345556227,2.677441358566284
11390.0,16.189500145599915,-260.2391904855624,2.694007158279419
11392.0,15.532886085600104,-259.91088345556227,2.7106335163116455
11393.0,14.876272025599839,-259.91088345556227,2.727241277694702
11387.0,15.204579055599744,-259.91088345556227,2.7438442707061768
11386.0,15.86119311560001,-259.58257642556237,2.760502576828003
11387.0,16.189500145599915,-259.58257642556237,2.777350664138794
11391.0,16.189500145599915,-259.58257642556237,2.794010639190674
11390.0,14.876272025599839,-259.58257642556237,2.818755865097046
11395.0,15.532886085600104,-259.58257642556237,2.835571765899658
11395.0,18.159342325599802,-259.58257642556237,2.8522136211395264
11392.0,15.532886085600104,-259.58257642556237,2.868783712387085
11387.0,15.532886085600104,-259.58257642556237,2.8854129314422607
11386.0,16.189500145599915,-259.25426939556223,2.9022369384765625
11388.0,15.532886085600104,-259.25426939556223,2.9188907146453857
11388.0,16.84611420560018,-259.25426939556223,2.9355409145355225
11387.0,15.86119311560001,-259.25426939556223,2.952169418334961
11388.0,15.86119311560001,-259.25426939556223,2.9687418937683105
11388.0,16.51780717559982,-259.25426939556223,2.9853270053863525
11387.0,16.189500145599915,-259.25426939556223,3.001955270767212
11384.0,15.532886085600104,-259.25426939556223,3.0185296535491943
11386.0,16.189500145599915,-258.9259623655623,3.035128355026245
11386.0,15.86119311560001,-259.25426939556223,3.051741600036621
11391.0,15.532886085600104,-258.9259623655623,3.0683681964874268
11390.0,16.84611420560018,-258.9259623655623,3.0849695205688477
11392.0,15.532886085600104,-258.9259623655623,3.1015987396240234
11388.0,15.204579055599744,-258.9259623655623,3.1182034015655518
11383.0,16.189500145599915,-258.9259623655623,3.1359682083129883
11380.0,15.204579055599744,-258.9259623655623,3.152711868286133
11382.0,15.532886085600104,-258.9259623655623,3.1693472862243652
11385.0,16.51780717559982,-258.9259623655623,3.1860015392303467
